Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2015,1186,R,F,776,3478,3255,3174,2031,1509,2804,3408,3873,4277,4504,5898,7193,6384,4163,2322,3978,2602,1475
2015,1187,T,B,11977,47333,52779,48074,41964,45470,66485,74925,70864,64540,57791,69209,68668,53090,33849,15795,20948,10178,6694
2015,1187,T,M,6101,24280,26937,24490,21133,24076,35451,38737,35796,31728,27861,32225,30081,21455,12262,4786,5700,2170,1115
2015,1187,T,F,5876,23053,25842,23584,20831,21395,31034,36189,35068,32812,29930,36984,38587,31635,21587,11009,15248,8009,5580
2015,1187,U,B,8815,34371,41297,37469,34484,39648,54982,61324,56924,51317,43534,50544,49757,39430,26094,12316,15369,6939,4706
2015,1187,U,M,4464,17574,21124,19047,17247,20390,28457,30679,28125,24747,20583,22788,21064,15454,9189,3683,4119,1456,803
2015,1187,U,F,4351,16797,20174,18423,17237,19258,26525,30645,28799,26570,22951,27756,28693,23976,16905,8634,11251,5483,3903
2015,1187,R,B,3162,12962,11482,10605,7480,5822,11503,13602,13940,13223,14258,18665,18911,13660,7755,3479,5579,3240,1989
2015,1187,R,M,1637,6707,5814,5444,3887,3686,6995,8058,7671,6981,7279,9437,9017,6001,3073,1104,1581,714,312
2015,1187,R,F,1525,6256,5668,5161,3594,2137,4509,5544,6269,6242,6979,9228,9894,7660,4683,2376,3998,2526,1677
2015,1111,T,B,14742,59670,69295,62148,54287,61273,91190,96274,92809,82168,73028,86949,94107,83822,56402,28455,37710,19812,14564
2015,1111,T,M,7688,30731,35596,31874,28495,32820,48024,49922,46847,40568,35242,40700,41449,33962,21070,9232,10373,4615,2701
2015,1111,T,F,7055,28939,33699,30274,25792,28453,43166,46352,45962,41600,37786,46249,52658,49860,35332,19223,27337,15198,11864
2015,1111,U,B,11208,44607,54240,47900,44161,54333,75946,79783,74804,64415,54276,62117,66243,60448,42247,21362,27457,13673,10633
2015,1111,U,M,5865,23026,27846,24611,23131,28190,38082,40143,36788,31186,25762,28131,27872,23460,15223,6850,7394,3084,1942
2015,1111,U,F,5344,21581,26394,23289,21030,26143,37864,39640,38017,33229,28515,33986,38371,36988,27024,14512,20064,10590,8691
2015,1111,R,B,3534,15063,15055,14248,10126,6941,15244,16491,18005,17753,18752,24832,27865,23374,14155,7094,10253,6139,3932
2015,1111,R,M,1823,7705,7750,7263,5364,4630,9942,9779,10059,9382,9481,12570,13578,10502,5847,2383,2980,1531,759
2015,1111,R,F,1711,7358,7305,6985,4762,2311,5302,6712,7946,8371,9272,12263,14287,12872,8309,4711,7273,4608,3173
2015,111,T,B,748,2859,3325,3049,2611,2237,3480,3919,3634,3044,2708,3252,3150,2296,1350,608,731,358,252
2015,111,T,M,393,1450,1681,1563,1404,1207,1775,2061,1825,1541,1334,1512,1459,996,532,197,209,71,38
2015,111,T,F,355,1410,1645,1486,1207,1030,1706,1858,1809,1503,1375,1740,1691,1300,818,412,522,287,215
2015,111,U,B,504,1900,2466,2177,1868,1803,2716,3194,2856,2236,1802,2100,2022,1574,931,398,499,215,171
2015,111,U,M,265,950,1248,1146,1005,906,1303,1643,1389,1108,857,943,893,678,366,121,126,46,25
2015,111,U,F,239,950,1218,1032,863,897,1413,1551,1467,1128,945,1157,1129,897,565,277,373,170,146
2015,111,R,B,244,959,859,872,743,434,765,725,778,808,906,1153,1128,722,419,210,232,143,82
2015,111,R,M,128,500,433,418,399,301,472,418,436,434,477,569,566,318,166,76,83,26,13
2015,111,R,F,116,460,427,454,344,133,293,307,342,375,430,584,562,404,253,135,150,117,69
2015,1119,T,B,16155,63426,68108,60686,52098,63340,96194,99383,88936,78295,71848,89792,96946,82629,54640,27427,39195,22847,17407
2015,1119,T,M,8264,32461,34772,31180,26782,32777,48917,50095,43774,38019,34106,41368,42426,34066,20961,8842,11155,5479,2997
2015,1119,T,F,7892,30965,33336,29506,25317,30563,47277,49288,45162,40276,37742,48424,54521,48564,33679,18585,28040,17368,14410
2015,1119,U,B,12137,45540,50393,43937,39358,50805,74548,78089,68686,58005,49256,59442,63402,55656,37650,19020,25704,13504,10507
2015,1119,U,M,6183,23315,25660,22562,20199,25838,36488,38506,33160,27651,22840,25998,25906,21798,13753,5900,7040,3150,1838
2015,1119,U,F,5954,22225,24734,21376,19160,24967,38060,39583,35527,30354,26416,33445,37497,33858,23897,13120,18664,10354,8669
2015,1119,R,B,4019,17886,17715,16749,12740,12535,21646,21295,20250,20291,22592,30350,33544,26973,16991,8407,13492,9343,6900
2015,1119,R,M,2081,9146,9113,8619,6583,6939,12430,11589,10614,10368,11266,15371,16520,12268,7209,2942,4116,2329,1159
2015,1119,R,F,1938,8740,8602,8130,6157,5596,9217,9706,9636,9923,11327,14980,17024,14706,9782,5465,9376,7014,5741
2015,1127,T,B,12217,46273,51561,46135,45383,65022,81917,79921,73646,70023,62205,70212,72849,65263,47228,23765,31817,15194,12064
2015,1127,T,M,6218,23880,26562,23511,24581,37774,42230,40186,36028,34061,30023,32945,31642,26435,17892,7765,8865,3585,2500
2015,1127,T,F,6000,22393,24999,22624,20803,27249,39687,39735,37618,35962,32183,37267,41207,38829,29336,16000,22952,11609,9565
2015,1127,U,B,9112,33879,38332,34226,34656,50886,62936,61557,56788,54532,48574,54396,56641,52137,38654,19521,26205,12493,10155
2015,1127,U,M,4661,17523,19673,17476,18791,29910,32033,30531,27287,26108,23229,25160,24023,20637,14424,6355,7258,2953,2156
2015,1127,U,F,4451,16356,18659,16750,15866,20977,30903,31026,29501,28424,25346,29236,32619,31500,24230,13167,18947,9541,7999
2015,1127,R,B,3105,12395,13229,11910,10727,14136,18982,18364,16858,15491,13631,15816,16208,13126,8575,4244,5613,2701,1910
2015,1127,R,M,1557,6357,6889,6035,5790,7864,10198,9655,8741,7953,6794,7785,7620,5798,3468,1411,1607,632,344
2015,1127,R,F,1549,6038,6340,5875,4937,6272,8784,8710,8117,7538,6837,8031,8588,7329,5107,2833,4006,2069,1566
2015,1141,T,B,16977,67196,83615,77256,72531,98402,155839,157352,138506,125250,109569,134007,143758,127707,93901,46704,67340,34547,26745
2015,1141,T,M,8735,34530,42710,39568,38420,55085,83197,82367,71105,63243,53259,62020,62605,51690,36351,15509,19202,8483,5304
2015,1141,T,F,8243,32666,40905,37688,34112,43317,72643,74985,67401,62008,56311,71987,81153,76017,57550,31195,48139,26064,21441
2015,1141,U,B,11321,43940,54129,50629,47160,60885,97301,99003,89400,82771,71060,86917,93223,83709,61593,30134,43179,21468,16639
2015,1141,U,M,5823,22647,27656,25963,24739,33447,51923,51495,45182,40938,33837,39181,39833,32906,23220,9856,11946,5192,3349
2015,1141,U,F,5499,21293,26473,24666,22421,27439,45379,47508,44218,41833,37223,47736,53391,50803,38373,20279,31234,16276,13290
2015,1141,R,B,5656,23256,29487,26628,25372,37517,58538,58349,49107,42479,38510,47090,50535,43998,32308,16570,24161,13079,10106
2015,1141,R,M,2912,11883,15055,13605,13681,21639,31274,30872,25924,22305,19422,22839,22773,18784,13131,5654,7256,3291,1955
2015,1141,R,F,2744,11373,14432,13023,11691,15879,27264,27477,23183,20175,19088,24251,27763,25215,19177,10917,16905,9789,8151
2015,1147,T,B,9140,37392,43655,39783,36083,44702,65209,67201,64278,60429,51986,58843,57983,48441,31731,15189,18657,8137,5394
2015,1147,T,M,4655,19190,22537,20318,20107,27574,35488,34995,32232,30173,25700,27427,25067,18780,10909,4332,4213,1481,785
2015,1147,T,F,4485,18202,21118,19465,15976,17128,29722,32206,32046,30256,26286,31416,32916,29661,20822,10857,14444,6656,4610
2015,1147,U,B,8482,34173,39914,36630,32501,38523,59838,62218,59914,56450,48519,55134,54324,45570,30036,14447,17766,7717,5100
2015,1147,U,M,4320,17533,20611,18744,17634,22452,32309,32238,29939,28134,23884,25704,23437,17602,10299,4125,4013,1418,752
2015,1147,U,F,4162,16640,19303,17886,14867,16072,27530,29980,29975,28316,24635,29430,30888,27968,19738,10322,13753,6299,4349
2015,1147,R,B,658,3219,3741,3154,3583,6179,5371,4983,4364,3979,3467,3709,3659,2871,1695,742,891,420,294
2015,1147,R,M,335,1657,1926,1575,2473,5123,3179,2757,2293,2039,1816,1724,1631,1178,611,207,200,63,33
2015,1147,R,F,323,1562,1815,1579,1110,1056,2192,2226,2072,1940,1651,1986,2029,1693,1085,535,692,358,261
2015,1149,T,B,7357,29099,33011,28949,25529,31252,49108,47615,43784,40472,37527,46046,51535,45242,33283,17668,25039,14041,10646
2015,1149,T,M,3833,14983,17175,14912,13082,15571,25426,24335,21614,19601,17203,20501,22038,17878,12249,5638,6738,3066,1823
2015,1149,T,F,3524,14116,15836,14037,12447,15681,23682,23280,22171,20871,20325,25545,29497,27365,21034,12030,18301,10975,8823
2015,1149,U,B,5478,20708,23966,20855,19007,23542,36296,35733,32885,30142,26626,31298,35023,31165,22918,11554,15654,8130,6263
2015,1149,U,M,2867,10655,12498,10765,9652,11382,18296,18006,16038,14327,11992,13375,14132,11768,7938,3461,3944,1669,1054
2015,1149,U,F,2611,10053,11468,10090,9356,12160,18000,17727,16848,15815,14634,17924,20892,19397,14980,8093,11710,6462,5209
2015,1149,R,B,1879,8391,9046,8095,6522,7710,12812,11882,10899,10330,10901,14748,16512,14078,10365,6114,9385,5911,4383
2015,1149,R,M,966,4328,4677,4148,3431,4189,7130,6329,5576,5274,5211,7127,7907,6110,4311,2177,2794,1398,769
2015,1149,R,F,914,4063,4369,3947,3091,3521,5683,5553,5323,5056,5691,7622,8605,7968,6055,3937,6591,4513,3614
2015,1158,T,B,7122,28378,32458,29677,28635,37761,49330,47857,44507,43534,40703,49000,54122,48207,35414,19197,26107,14976,11762
2015,1158,T,M,3707,14688,16668,15266,15656,21726,26523,25032,22345,21053,18938,22257,23457,19201,13441,6185,7248,3386,2059
2015,1158,T,F,3415,13690,15790,14412,12979,16035,22807,22825,22162,22481,21765,26744,30665,29006,21974,13012,18859,11591,9703
2015,1158,U,B,5305,20037,23984,21816,21682,29519,36478,36046,33357,31727,28085,32868,36596,32952,23997,12063,15697,8041,6927
2015,1158,U,M,2741,10305,12289,11247,11895,16769,18843,18262,16291,15003,12605,14196,14944,12389,8599,3747,3983,1676,1134
2015,1158,U,F,2564,9732,11695,10570,9787,12750,17636,17785,17066,16725,15480,18672,21652,20564,15398,8316,11714,6366,5794
2015,1158,R,B,1817,8342,8474,7861,6953,8242,12852,11811,11150,11807,12619,16132,17526,15255,11418,7134,10410,6935,4835
2015,1158,R,M,966,4384,4379,4019,3761,4957,7681,6770,6054,6051,6334,8061,8513,6812,4842,2439,3265,1710,925
2015,1158,R,F,851,3958,4096,3842,3192,3285,5172,5041,5096,5756,6285,8072,9013,8443,6576,4696,7145,5225,3910
2015,1140,T,B,67689,234940,206207,188611,195258,334496,502067,471292,406717,373590,332846,372963,376334,327121,283802,133570,201832,103546,95813
2015,1140,T,M,34883,121129,105812,96586,98726,168303,253277,233491,199885,182289,157427,166510,155723,125896,103708,45663,61135,27239,21067
2015,1140,T,F,32806,113811,100396,92025,96533,166193,248790,237801,206832,191302,175420,206454,220611,201225,180094,87907,140697,76307,74746
2015,1140,U,B,67689,234940,206207,188611,195258,334496,502067,471292,406717,373590,332846,372963,376334,327121,283802,133570,201832,103546,95813
2015,1140,U,M,34883,121129,105812,96586,98726,168303,253277,233491,199885,182289,157427,166510,155723,125896,103708,45663,61135,27239,21067
2015,1140,U,F,32806,113811,100396,92025,96533,166193,248790,237801,206832,191302,175420,206454,220611,201225,180094,87907,140697,76307,74746
2015,1140,R,B
2015,1140,R,M
2015,1140,R,F
2015,3700,T,B,178315,680191,768219,688041,647175,876844,1165208,1134378,1027654,959805,868903,1008653,1028791,915305,681710,394735,571090,225521,203669
2015,3700,T,M,91533,350187,395232,354133,332042,444926,586181,565700,503793,463987,414778,466795,457441,383549,270769,136269,180685,66564,50293
2015,3700,T,F,86783,330005,372988,333909,315133,431918,579027,568678,523861,495818,454125,541859,571351,531756,410941,258466,390405,158958,153377
2015,3700,U,B,114338,416439,452664,400178,385095,582476,767814,748779,670040,614002,537398,609489,627772,575150,444216,247669,352561,143119,129874
2015,3700,U,M,58598,214191,232501,205862,198366,295418,377764,367745,324806,293237,251373,273995,268691,232538,172024,84881,109204,41277,32437
2015,3700,U,F,55741,202249,220163,194316,186729,287059,390051,381035,345234,320765,286026,335494,359082,342612,272192,162788,243357,101843,97437
2015,3700,R,B,63977,263752,315555,287864,262080,294368,397394,385599,357614,345803,331505,399165,401019,340155,237494,147066,218529,82402,73796
2015,3700,R,M,32935,135996,162731,148271,133676,149509,208418,197956,178987,170750,163406,192800,188750,151011,98745,51388,71481,25287,17856
2015,3700,R,F,31042,127756,152825,139593,128404,144860,188976,187644,178627,175053,168100,206365,212269,189144,138750,95678,147048,57115,55940
2015,1179,T,B,5649,22754,27627,23666,23269,29029,36970,34472,31143,29915,27728,32171,32623,28141,20660,12503,18355,7258,6398
2015,1179,T,M,2939,11795,14203,12169,12093,14471,18551,17284,15182,14542,13213,14798,14562,11890,8270,4312,5864,2173,1682
2015,1179,T,F,2711,10959,13424,11497,11177,14558,18419,17188,15961,15374,14515,17374,18062,16251,12390,8191,12492,5085,4716
2015,1179,U,B,2676,10283,12125,10151,9716,15108,18551,17165,15279,14274,12700,14575,15060,13661,10400,5903,8433,3410,3169
2015,1179,U,M,1386,5343,6150,5211,4924,7444,8970,8455,7360,6745,5804,6407,6375,5554,4037,1991,2655,972,791
2015,1179,U,F,1290,4940,5975,4940,4793,7665,9581,8710,7919,7529,6896,8169,8685,8108,6363,3913,5779,2438,2378
2015,1179,R,B,2974,12471,15502,13515,13553,13921,18419,17307,15864,15642,15029,17596,17564,14480,10261,6600,9922,3848,3229
2015,1179,R,M,1553,6453,8053,6958,7169,7028,9581,8830,7823,7797,7410,8391,8187,6336,4233,2321,3209,1201,891
2015,1179,R,F,1421,6019,7449,6557,6384,6893,8838,8478,8042,7845,7619,9205,9377,8144,6028,4279,6713,2647,2338
2015,1185,T,B,3892,16638,20369,16601,15103,17873,24739,22637,18561,16195,17773,23546,22313,17038,8620,4574,7425,3317,2438
2015,1185,T,M,2015,8471,10602,8573,7573,8857,12760,11583,9187,7905,8586,11238,10308,7382,3396,1545,2484,1160,610
2015,1185,T,F,1878,8167,9768,8029,7530,9017,11980,11054,9374,8290,9188,12309,12006,9656,5224,3029,4941,2157,1829
2015,1185,U,B,1975,7808,9204,7432,7031,8633,11152,10524,8791,7186,7218,9453,9214,7837,4347,2181,3498,1587,1191
2015,1185,U,M,1038,3965,4783,3830,3434,4261,5505,5135,4074,3290,3139,4084,3753,3103,1617,705,1142,539,297
2015,1185,U,F,938,3843,4421,3602,3597,4373,5647,5390,4717,3897,4079,5369,5461,4734,2730,1476,2357,1048,894
2015,1185,R,B,1917,8830,11166,9170,8072,9240,13588,12113,9770,9009,10556,14093,13100,9201,4273,2393,3927,1730,1247
2015,1185,R,M,977,4506,5819,4743,4140,4596,7255,6449,5113,4616,5447,7154,6555,4279,1779,840,1343,621,313
2015,1185,R,F,940,4324,5347,4427,3933,4644,6333,5665,4657,4393,5109,6940,6545,4922,2494,1553,2585,1109,935
2015,1103,T,B,73717,275355,303325,277486,253771,329427,443792,444963,409339,384520,339122,385699,393570,356321,269911,156217,226605,82280,78151
2015,1103,T,M,37857,141850,155786,142693,129858,166256,219912,218389,198960,185263,161593,178107,175388,150538,108819,54924,72882,24845,19592
2015,1103,T,F,35860,133506,147539,134793,123913,163172,223880,226574,210379,199257,177529,207592,218183,205784,161092,101294,153723,57435,58559
2015,1103,U,B,43798,153243,153356,138036,129700,189505,254676,254376,230087,212879,182701,201456,205232,188940,148565,82555,116688,44272,41417
2015,1103,U,M,22417,78820,78490,70962,66571,95620,122292,121692,109954,100855,85298,90447,88103,77083,58373,28934,36797,13053,10609
2015,1103,U,F,21381,74423,74866,67074,63130,93886,132385,132684,120133,112024,97403,111009,117129,111857,90193,53622,79892,31219,30809
2015,1103,R,B,29920,122113,149970,139450,124071,139922,189116,190587,179252,171642,156421,184243,188339,167382,121346,73662,109917,38008,36734
2015,1103,R,M,15440,63030,77297,71731,63288,70636,97621,96697,89007,84409,76295,87660,87285,73455,50446,25990,36086,11792,8984
2015,1103,R,F,14480,59083,72673,67719,60784,69286,91496,93890,90246,87233,80127,96583,101054,93927,70900,47672,73831,26216,27750
2015,1112,T,B,14899,58521,63575,52779,48796,67357,88591,83027,74440,67217,61316,72442,73557,63335,43834,23297,33003,15792,14185
2015,1112,T,M,7619,30389,32566,27061,25369,35145,45112,41875,36849,32847,29734,34060,32879,26410,17205,7821,10011,4431,3376
2015,1112,T,F,7281,28132,31009,25718,23427,32212,43480,41152,37591,34370,31583,38382,40679,36925,26629,15476,22992,11361,10809
2015,1112,U,B,9651,36783,39442,32570,30779,45787,59315,56867,51490,46284,39893,45973,47548,43103,32200,16717,23135,10517,10612
2015,1112,U,M,4950,19072,20179,16691,16211,24250,29938,28473,25251,22418,18995,21011,20474,17356,12279,5586,7014,2887,2530
2015,1112,U,F,4701,17711,19263,15880,14568,21537,29377,28394,26239,23866,20898,24962,27074,25747,19922,11131,16122,7631,8083
2015,1112,R,B,5249,21738,24134,20209,18017,21570,29276,26160,22950,20933,21423,26469,26010,20232,11634,6580,9868,5275,3573
2015,1112,R,M,2669,11317,12388,10370,9158,10896,15174,13402,11598,10429,10739,13049,12405,9054,4927,2235,2997,1545,846
2015,1112,R,F,2580,10421,11746,9839,8859,10675,14103,12758,11352,10504,10685,13420,13605,11178,6708,4345,6871,3730,2727
2015,1118,T,B,29269,115630,137954,120910,114166,159161,212476,202342,185903,175097,160615,185186,188664,169721,128527,73616,105975,45826,40633
2015,1118,T,M,15053,59344,70866,62382,58498,80475,107897,102703,91798,84720,77013,86329,83612,69899,49941,25295,32618,12857,9450
2015,1118,T,F,14216,56286,67089,58528,55669,78687,104579,99640,94105,90377,83603,98858,105052,99822,78586,48321,73357,32969,31184
2015,1118,U,B,21901,83976,101902,88781,83610,124745,168453,161763,146908,136379,121074,137550,141501,131218,101558,56243,80323,35129,31482
2015,1118,U,M,11269,43091,52250,45731,42956,63078,84171,81134,71655,65230,56976,62580,60841,52489,38826,19213,24240,9650,7377
2015,1118,U,F,10633,40885,49652,43050,40654,61667,84283,80629,75253,71149,64098,74970,80660,78730,62733,37030,56083,25480,24106
2015,1118,R,B,7368,31654,36052,32129,30557,34417,44023,40580,38995,38718,39542,47637,47163,38503,26969,17373,25652,10697,9151
2015,1118,R,M,3785,16253,18616,16652,15542,17397,23727,21569,20143,19490,20037,23749,22771,17411,11116,6083,8378,3208,2073
2015,1118,R,F,3583,15402,17437,15478,15015,17020,20297,19011,18852,19229,19505,23888,24392,21093,15853,11291,17274,7490,7078
2015,1160,T,B,50890,191295,215370,196601,192071,273998,358640,346939,308271,286863,262350,309610,318064,280750,210159,124529,179728,71050,61866
2015,1160,T,M,26051,98339,111210,101256,98653,139724,181951,173867,151818,138712,124641,142265,140694,117431,83138,42373,56827,21099,15585
2015,1160,T,F,24839,92956,104160,95346,93418,134275,176690,173072,156453,148151,137709,167346,177371,163319,127021,82156,122901,49952,46281
2015,1160,U,B,34339,124348,136637,123209,124261,198699,255668,248086,217487,197002,173814,200482,209219,190391,147146,84071,120484,48205,42003
2015,1160,U,M,17540,63901,70650,63439,64273,100767,126889,122858,106513,94701,81162,89467,89146,76954,56894,28454,37358,14177,10835
2015,1160,U,F,16799,60447,65987,59771,59988,97932,128779,125229,110974,102301,92653,111016,120073,113438,90253,55618,83126,34028,31169
2015,1160,R,B,16551,66948,78733,73392,67810,75299,102972,98853,90784,89861,88536,109128,108845,90359,63013,40458,59244,22846,19863
2015,1160,R,M,8512,34439,40560,37817,34380,38957,55062,51010,45305,44011,43480,52798,51548,40478,26245,13920,19469,6922,4750
2015,1160,R,F,8040,32509,38174,35575,33430,36343,47911,47843,45479,45850,45056,56330,57298,49882,36769,26539,39775,15924,15113
2015,3800,T,B,161782,638973,747060,667659,651923,773065,903813,776596,667473,608809,586292,624958,559490,426325,277047,176915,244651,113557,82138
2015,3800,T,M,83301,327072,378087,337674,325820,377893,437914,377297,322867,290356,275960,288972,255177,185038,113725,63870,82462,39573,23455
2015,3800,T,F,78481,311901,368973,329985,326103,395173,465900,399299,344606,318454,310333,335986,304314,241288,163322,113045,162189,73985,58684
2015,3800,U,B,71932,272999,326189,297231,294122,394123,468290,404753,345506,310546,284870,305376,281262,225845,157913,95904,125412,53421,41653
2015,3800,U,M,37085,139841,165039,150264,147185,189095,220217,194782,165491,145868,130145,136463,123664,94729,63595,34434,41842,17947,11699
2015,3800,U,F,34847,133158,161150,146967,146938,205028,248073,209972,180015,164679,154725,168914,157598,131116,94318,61470,83570,35474,29954
